borough,time_of_day,incident_severity_level,call_volume_density,response_minutes
BROOKLYN,day,4,0.1567302872497854,9.488292031516478
BROOKLYN,night,4,0.9127009766363466,14.497584815384856
BROOKLYN,day,1,0.8326614586480127,19.421105188200862
STATEN ISLAND,night,3,0.3828173684495545,14.029783561546406
MANHATTAN,day,3,0.9761738966535266,17.84662146562965
BRONX,night,4,0.3591439733542735,9.841426838157862
BROOKLYN,day,1,0.9003742514453966,19.451020070051435
BROOKLYN,night,4,0.8926737193667704,16.110846378067308
QUEENS,day,3,0.7818918549426752,16.110225389402693
BROOKLYN,day,2,0.6071234264315667,16.306042272015198
BRONX,day,2,0.20800247465519928,14.472113693530831
BRONX,day,2,0.5787745610468484,13.334228003748319
BROOKLYN,night,3,0.4211166300894411,13.861853177620604
MANHATTAN,night,1,0.8129953298398166,21.217292149601164
BROOKLYN,night,2,0.7823162858471604,16.6856199278211
BRONX,day,4,0.9195512566353448,14.073476924334194
MANHATTAN,night,2,0.11334714618853708,11.79701866690932
QUEENS,day,2,0.8281928951407415,19.091128532187653
QUEENS,day,3,0.9446158478122019,15.475818238353433
QUEENS,day,3,0.8103704041973351,15.75665956071721
MANHATTAN,day,4,0.21717501388333005,12.236338040021694
QUEENS,day,3,0.173151194356799,13.139964302288938
BRONX,day,4,0.11876071582693074,9.687267324092288
MANHATTAN,day,3,0.6658707032452639,15.380843818560113
MANHATTAN,night,2,0.6667053866738986,17.841266191665003
STATEN ISLAND,day,2,0.9882223427963911,18.964341560027286
MANHATTAN,day,3,0.45823885669368614,14.474345530828018
BRONX,day,3,0.3987156564077471,12.145808868749464
BROOKLYN,day,4,0.6619824344659532,11.853976454050262
MANHATTAN,day,3,0.8430478052568345,15.714253872643152
BRONX,day,3,0.9430965545707016,17.867397401597557
BROOKLYN,day,2,0.8228117495611347,17.563527000579203
BROOKLYN,night,2,0.48400658255422424,15.017017694697607
BROOKLYN,day,3,0.6714228117808577,14.505087608754843
BROOKLYN,night,3,0.8706693940445053,16.7614060935295
MANHATTAN,day,3,0.5415487194805655,14.932720564104974
BROOKLYN,day,2,0.2950179793348534,14.189858293213444
STATEN ISLAND,night,3,0.2527510957730857,12.662070835897943
MANHATTAN,day,4,0.10014197012025106,12.59654234401559
QUEENS,day,2,0.7464141954831558,14.719666263149717
BROOKLYN,night,3,0.19998748796139146,12.693029949120593
QUEENS,day,5,0.3194551897263464,8.144224214875582
MANHATTAN,night,2,0.36808869837051406,15.39467520277503
STATEN ISLAND,day,3,0.6043418741230915,13.699356243952126
BROOKLYN,night,1,0.45816154956619237,16.922786171863148
MANHATTAN,day,3,0.7072065928208456,16.573394710088657
MANHATTAN,day,1,0.15007479339583246,16.683050404311214
MANHATTAN,day,5,0.2115452748379955,10.228536447095356
BROOKLYN,day,4,0.54929035317994,12.194183730668462
BROOKLYN,day,4,0.40326830906214683,11.266204480539566
BRONX,day,4,0.36623202647622377,9.752861816153812
BROOKLYN,day,3,0.16032527113377046,11.017409905344646
MANHATTAN,day,3,0.9061472572732013,19.944439206554044
QUEENS,day,4,0.7226367275125457,12.346734439917253
QUEENS,night,5,0.20945634113768447,6.929411642462364
MANHATTAN,day,3,0.15854136196342655,13.114432286976
MANHATTAN,day,5,0.9773852800881188,14.72056660942254
MANHATTAN,day,3,0.7130552953955543,16.10014753585203
QUEENS,day,3,0.47571046398436734,14.982973175592894
QUEENS,night,3,0.7315579366802064,15.614078599091378
BROOKLYN,day,2,0.7806986078321432,17.03854943286476
BRONX,night,1,0.8019659821499014,18.603407782864224
BRONX,day,2,0.5300895750877519,15.142478421383565
BROOKLYN,night,3,0.4868944823123632,15.21450168092667
BRONX,day,3,0.10992527584201031,11.044737137629301
MANHATTAN,night,3,0.9339014036276542,15.61857492063477
MANHATTAN,day,5,0.6429770905500487,12.621367474094104
MANHATTAN,day,3,0.2828385434709713,11.694019331207798
MANHATTAN,day,3,0.927643077479293,20.350756725721286
BROOKLYN,day,2,0.9234387115932667,17.44355012873956
BRONX,night,1,0.9902657479294863,20.142489643112384
MANHATTAN,day,4,0.886650906825081,16.17307417600439
MANHATTAN,day,3,0.9980059490380583,17.840648875932303
BROOKLYN,night,4,0.32021756931094536,11.133377718761714
BRONX,day,2,0.8580246266793107,18.383352816808575
BROOKLYN,night,3,0.840725477916188,18.296174757010757
BROOKLYN,night,2,0.30784632329866035,15.522011999622052
MANHATTAN,day,2,0.18859379410089172,16.30007631594405
MANHATTAN,night,1,0.9814784623098397,20.023667075301756
STATEN ISLAND,day,2,0.3664220963685494,13.762578786302006
STATEN ISLAND,day,2,0.8838026114210255,16.9310122367066
MANHATTAN,day,2,0.10371443920714352,14.395453404858515
STATEN ISLAND,day,5,0.11892232649764199,8.62447348699736
QUEENS,night,2,0.5192841778267315,14.910400176123291
BRONX,night,2,0.31484321554155725,13.859876861155216
BROOKLYN,day,2,0.7208571550923678,17.92634846500279
BROOKLYN,day,3,0.6090078930111589,12.824708031493515
BROOKLYN,night,1,0.1697372177054423,15.019069456138762
QUEENS,day,4,0.24636546668414538,10.0403383063044
MANHATTAN,day,5,0.4492443430525729,10.315657890273414
MANHATTAN,day,2,0.26704365755988985,16.304254587767176
BROOKLYN,night,3,0.8130001125195357,15.009812350565042
QUEENS,day,1,0.47446321199795205,16.320963219950137
MANHATTAN,night,3,0.18408868015824936,13.248365091416181
QUEENS,night,3,0.5359086120449124,15.307547852063271
STATEN ISLAND,day,2,0.18175436295527275,12.168735637352249
MANHATTAN,day,2,0.2160435748778355,15.827667549659784
QUEENS,night,3,0.3156488488253848,13.092431994097552
BROOKLYN,day,3,0.8735749347227408,16.826386143100788
BRONX,night,2,0.9321512790996748,17.05156722421974
MANHATTAN,night,3,0.8436319563988621,15.462110683507385
QUEENS,day,3,0.4006694956760626,12.93215820359743
BRONX,night,4,0.3452017969979485,10.69257543180353
BRONX,night,2,0.5942401217112153,17.26567410114045
QUEENS,night,4,0.7496678444798011,14.367868810836999
BROOKLYN,day,3,0.9940355093441573,17.23969761741256
QUEENS,day,2,0.21841364069103358,11.830433155762197
BRONX,day,3,0.144362799121424,12.251240853817983
BROOKLYN,night,3,0.7249203000957439,14.490442615260154
MANHATTAN,day,5,0.849003205153515,13.10836412598081
BRONX,night,2,0.8617139018797809,16.72584147636039
QUEENS,day,3,0.7106171941694446,14.652810535773446
QUEENS,day,3,0.9586142237072683,17.835223254981916
MANHATTAN,day,5,0.5599042871901282,12.133328822467599
QUEENS,night,2,0.9224333185025912,17.263954139353608
BROOKLYN,day,5,0.9710309232923707,12.280963085346118
QUEENS,day,5,0.862441711302797,13.268420625143992
MANHATTAN,day,2,0.3787827069327586,14.825602067948578
QUEENS,night,4,0.27659408605326574,10.538882702335943
STATEN ISLAND,day,5,0.5933080584836365,9.63144004104367
MANHATTAN,day,2,0.5077132753421696,17.60594895324343
STATEN ISLAND,night,3,0.8899825079734597,14.996202631393224
BROOKLYN,night,3,0.19002850396043836,12.164473650315188
BRONX,night,2,0.33196605518036676,15.040675935618935
QUEENS,day,1,0.7766190500668377,20.97635204415027
BROOKLYN,day,2,0.18548798047958093,14.871808189547542
QUEENS,night,2,0.38868797261953014,14.220144494408615
BRONX,day,3,0.4484398546485848,13.618696643954147
BROOKLYN,night,2,0.660334416906421,16.262342357502416
BROOKLYN,day,4,0.24231938114742813,9.835081133234649
QUEENS,day,4,0.8745440413147386,13.621235324066214
BRONX,day,1,0.5027880119196468,16.241543321023375
QUEENS,day,3,0.9253195406925008,16.998619075056318
QUEENS,day,3,0.5210829222705384,12.301605165315717
BROOKLYN,day,5,0.34753623304666004,11.658838188459345
BRONX,night,1,0.2276459458189074,16.282154308165495
MANHATTAN,day,2,0.10337058524015634,13.996510879302217
BROOKLYN,night,5,0.578941736486352,11.563503620919372
MANHATTAN,night,5,0.19644102723423107,9.108129105485038
BROOKLYN,day,4,0.4525549872680604,12.665708710859711
BROOKLYN,day,4,0.630344585113378,14.802950759087265
BROOKLYN,night,1,0.3481173072124303,15.618974742173819
QUEENS,day,3,0.2577018631295037,10.034991603639297
BROOKLYN,night,2,0.7972494603484075,18.625983398092743
BROOKLYN,night,2,0.9521120550534585,19.177967526940044
MANHATTAN,night,4,0.19039637607576942,9.993337882763086
BROOKLYN,day,2,0.24003129194650707,13.280133752555356
MANHATTAN,day,3,0.9640113915274467,16.935148916068236
MANHATTAN,day,5,0.13400579963102166,8.50159897476054
QUEENS,day,2,0.979869102895425,17.780729863970837
QUEENS,night,5,0.1041800347764899,7.357313460910288
QUEENS,day,5,0.8863017900861982,11.980009249478137
BROOKLYN,day,3,0.37659266288897464,12.538055725378422
BROOKLYN,night,2,0.9447299723595669,18.46620360763393
BRONX,day,2,0.38525075977202694,15.00535978034965
BROOKLYN,day,3,0.6888756893806504,15.098136137336414
BROOKLYN,day,2,0.17202931278934297,15.108590961140292
MANHATTAN,night,2,0.3180968303083651,15.977334654309317
BROOKLYN,day,5,0.7963114118313257,11.067009148673183
BROOKLYN,night,2,0.5758172683109377,16.97128556251772
BROOKLYN,day,4,0.9351721556083402,16.20527179055691
BROOKLYN,night,1,0.4858762675072189,16.836513777047895
BROOKLYN,night,3,0.8828311292325307,14.944165235247665
QUEENS,day,5,0.5040598937304138,10.286069420541054
QUEENS,day,2,0.9813234508317867,18.16935204862792
BRONX,day,2,0.9638509432589891,17.2190556473436
QUEENS,night,3,0.3962230350004723,11.033986667991147
STATEN ISLAND,day,4,0.8973313033751229,13.52758921619417
MANHATTAN,day,3,0.8628502367940843,17.028833908700562
MANHATTAN,day,2,0.2896123575948065,14.68176188597937
MANHATTAN,day,2,0.6618613607049427,17.50200596288626
QUEENS,day,5,0.16541408403083338,6.751859897616034
BRONX,day,5,0.8530396485251155,12.522972979973915
MANHATTAN,day,3,0.2570912951531469,14.01108345523267
BRONX,night,4,0.16373323124718808,9.744301906685175
MANHATTAN,night,3,0.4601971859849301,12.684914742750983
BRONX,day,3,0.6192299247396791,14.157763777539628
BROOKLYN,night,2,0.8694252627037939,16.967074051366428
MANHATTAN,night,3,0.9768182729695628,18.369882330056235
BROOKLYN,night,3,0.4955432613128773,14.603636082590212
MANHATTAN,day,1,0.1544022306867432,13.913084949360595
MANHATTAN,day,3,0.7742040211232836,17.64314170199997
BROOKLYN,day,4,0.6086559306015437,12.021639987375764
BRONX,night,3,0.5031022103600168,15.84118311591893
BROOKLYN,day,3,0.3783419909129707,13.400691423533571
BROOKLYN,day,5,0.5521586750591821,9.89335918963769
QUEENS,day,1,0.40481164401132785,14.660892401242414
QUEENS,day,3,0.7813106809726242,15.69623377646687
MANHATTAN,day,4,0.589504326843377,13.462218256603897
BROOKLYN,day,3,0.8891629967387008,16.663574787259787
MANHATTAN,day,2,0.5891895231844979,19.065068179935686
MANHATTAN,day,2,0.31443617200593704,14.5047422409637
QUEENS,night,4,0.86598269400893,14.300842940292892
MANHATTAN,night,3,0.6014971404370395,17.31354479768842
BROOKLYN,night,4,0.28615693432920514,11.584636243699515
QUEENS,night,3,0.6611570289605999,12.569597405814292
MANHATTAN,day,3,0.4219450884481848,15.049109888991763
BROOKLYN,day,4,0.8599650510628593,13.594169402568452
MANHATTAN,night,3,0.5079697647818886,16.689972505561833
STATEN ISLAND,day,3,0.753797222296675,13.312240818930812
BROOKLYN,day,3,0.18598258687261343,15.772298223966786
BRONX,day,4,0.45642191167211155,13.82759361186194
BROOKLYN,day,3,0.9849172928251588,16.446027319809957
MANHATTAN,day,3,0.8276142605294334,17.10350925944325
QUEENS,day,1,0.2439467221302358,15.89002683180669
STATEN ISLAND,day,5,0.3499876445295296,9.41531225851399
QUEENS,night,1,0.396834227970725,16.51022599378115
BRONX,day,3,0.6853290044459012,16.65722937325769
BRONX,day,3,0.78129528354069,15.630856607053241
MANHATTAN,day,3,0.7745739479271188,16.29466945923503
MANHATTAN,night,3,0.5588866506757626,14.916526443882923
QUEENS,day,1,0.8297384840543361,19.82334802471974
BROOKLYN,day,3,0.49337027448172754,14.645124032494405
BRONX,day,4,0.21149250876600573,10.824241705807346
BRONX,day,4,0.6079976574884319,14.006265872783425
BROOKLYN,night,2,0.957071246140996,16.35970021049185
MANHATTAN,night,4,0.8136942862532602,15.76109544929637
QUEENS,day,3,0.6208305829230182,14.497681455648076
MANHATTAN,day,4,0.6821250943141872,16.536382810603065
BRONX,night,3,0.9375058243320153,14.959482279441698
BROOKLYN,day,3,0.4855085149914644,16.02442930629663
QUEENS,day,5,0.39825472504837367,9.679146667524028
MANHATTAN,day,4,0.9795174085004041,17.05365059204468
QUEENS,night,3,0.8770988201593001,17.912244876166703
BROOKLYN,day,2,0.39073922615674217,15.812718491625514
BROOKLYN,day,3,0.5174025376248306,14.843558441916473
MANHATTAN,night,3,0.47357031610701916,15.068956477658407
QUEENS,day,2,0.23418611080429053,12.742035958234636
BRONX,day,2,0.9620373914319331,18.51905609489509
MANHATTAN,night,4,0.4638811880977829,12.25661240328829
MANHATTAN,day,1,0.8877961743741172,20.617194854121184
MANHATTAN,day,3,0.27042060491259856,10.654617095465776
QUEENS,day,2,0.5930837295734978,16.169891723308794
QUEENS,day,2,0.12156524661184284,12.44408939843663
BROOKLYN,day,1,0.7877984354580777,18.917245346477387
MANHATTAN,day,2,0.6228225084216505,17.6120560054689
BROOKLYN,day,4,0.6630306251227774,11.989422355739524
BROOKLYN,night,4,0.14654879429918813,12.667691158890262
BROOKLYN,day,2,0.2899344971877539,14.361253277935282
STATEN ISLAND,day,3,0.16689778511822215,10.309822283701815
MANHATTAN,day,3,0.36002288422343065,12.881673295292792
QUEENS,night,4,0.6646951069139359,12.949253853879696
BROOKLYN,day,4,0.6095673858856376,15.026539876584582
BROOKLYN,day,3,0.6509348394520512,16.474175907756774
QUEENS,day,3,0.5943261442401049,15.08844523892935
QUEENS,day,4,0.3457259161082734,11.502897196704502
STATEN ISLAND,day,1,0.3200567476099827,14.250117826389756
MANHATTAN,night,3,0.22335371518292313,11.411603348244958
MANHATTAN,day,5,0.8641637874131429,13.875818091945467
QUEENS,day,4,0.65483142268712,12.573358490025868
BROOKLYN,day,3,0.2678599112536538,13.999642750754239
MANHATTAN,night,3,0.25948844183911557,13.757943402906035
MANHATTAN,day,2,0.885732041373523,20.992032102412157
MANHATTAN,day,3,0.7684577773869874,18.131961801061227
BRONX,day,3,0.6934591719148342,14.659689886041507
MANHATTAN,day,3,0.4661776967853698,12.575999993161062
BROOKLYN,day,4,0.3357780078506658,13.245247331759105
MANHATTAN,day,4,0.9815056868015414,18.11104923208691
BROOKLYN,day,2,0.8175156175205202,16.27439760480071
MANHATTAN,day,3,0.37160130082264886,15.926496479140217
BROOKLYN,day,3,0.8628083166506452,17.066794662940215
MANHATTAN,day,3,0.7830387537532133,16.98257449714667
BRONX,day,2,0.3673724948901985,16.625661121883084
MANHATTAN,night,3,0.4838975688174757,16.458956405190328
BROOKLYN,night,4,0.267358100851924,11.919424797931752
BRONX,night,3,0.19994719994029841,12.567517278586319
QUEENS,night,5,0.7504858295557271,12.617831040748657
BROOKLYN,day,5,0.34076067161848,9.53487544486109
BROOKLYN,night,2,0.8380534291716283,17.9812255499368
BROOKLYN,day,2,0.9960478403629834,17.991530376845944
QUEENS,day,5,0.1689578325366838,7.698578180601743
STATEN ISLAND,day,5,0.5257316125753303,9.177294827336926
QUEENS,day,1,0.8218563033797227,17.979699528422202
BROOKLYN,night,1,0.8100558068871102,19.629458547944374
QUEENS,day,2,0.7839974424978716,16.507206355395475
BROOKLYN,day,5,0.41409544177171986,11.094302035938549
MANHATTAN,night,2,0.5084679301165471,14.65825680980504
BROOKLYN,day,3,0.6354715216073232,14.994539137518842
STATEN ISLAND,day,4,0.9765465252159314,14.305414382116549
MANHATTAN,night,1,0.3947925438446436,17.093396447185924
QUEENS,day,3,0.930829498945172,16.043520503372537
MANHATTAN,day,2,0.3424212263624447,13.623442758480062
BROOKLYN,day,4,0.9901670189263341,16.263858148624564
MANHATTAN,day,2,0.7032373181448326,18.648169747021896
BROOKLYN,night,3,0.5171603323226959,14.953786913142043
QUEENS,day,3,0.6520513852572444,15.684806475502707
BROOKLYN,day,2,0.3452780521361861,15.086142865824215
QUEENS,day,1,0.34675647176032,16.228334483223204
QUEENS,day,3,0.20219908945914444,11.701602967632661
BRONX,night,2,0.20264526793485887,14.442255105087577
MANHATTAN,day,4,0.4129045673220202,10.891204124234585
BROOKLYN,day,4,0.7865699301067345,13.440407384120164
MANHATTAN,day,3,0.6471740508383462,17.81091091888896
STATEN ISLAND,night,3,0.19232610429791874,7.697596691421023
BRONX,night,3,0.8670128724783198,16.167370155318665
BROOKLYN,day,4,0.6412308642910598,14.974730569421572
BRONX,day,3,0.9647700191063018,16.859092325540843
BROOKLYN,day,2,0.7031669206700868,16.68457169861473
QUEENS,night,2,0.2576573773337629,13.63007896484782
MANHATTAN,day,3,0.5264050260770401,14.697888453497823
QUEENS,night,3,0.6836478377924837,14.68073033695947
MANHATTAN,day,3,0.12543823094497994,11.695291257318214
BRONX,night,1,0.1134192377393271,15.967634349252496
QUEENS,day,4,0.21646270053871114,11.714925458780415
QUEENS,day,2,0.3264979915409237,13.762168558482058
MANHATTAN,day,2,0.486594211168608,14.799075067766461
BROOKLYN,day,3,0.5386964263838095,13.872914967118687
MANHATTAN,night,2,0.2242248480441071,14.53667512016314
BROOKLYN,night,3,0.7060524212042477,16.195987390111462
MANHATTAN,night,3,0.6365242555268813,14.627791793119915
BRONX,day,3,0.36501768895704423,12.149620195850208
BROOKLYN,day,3,0.11229389509176281,12.342721683527026
BROOKLYN,night,2,0.16988312381796167,14.830930903264221
BROOKLYN,day,2,0.4525252979597555,14.795501582533591
BROOKLYN,day,4,0.23857691604911554,9.350889489578057
QUEENS,day,3,0.4391376455331738,16.99533653751109
BROOKLYN,day,3,0.6653643440593197,16.264833320892034
BRONX,day,1,0.5925136850913552,17.43093443897337
BROOKLYN,day,3,0.3080582948236548,14.045216446990764
STATEN ISLAND,day,3,0.4094402421328772,11.912013618206393
BRONX,night,3,0.6526280786037856,15.982670777844831
MANHATTAN,day,4,0.8747695252391038,15.977273751385642
BRONX,day,2,0.7778920948649896,17.46582489442352
MANHATTAN,day,2,0.5980600241500734,17.05109191509853
BRONX,night,4,0.4260636984848376,10.132556439995737
BROOKLYN,day,5,0.42854614978762495,12.91126385289133
BRONX,day,2,0.8914755792379565,16.964750560725424
BRONX,day,3,0.13531921843649178,9.947546628264483
BRONX,day,2,0.9891843799782348,18.474266610550885
QUEENS,day,1,0.697937869766406,16.78282997726903
BROOKLYN,night,2,0.7130239291651514,17.17260019090116
MANHATTAN,night,2,0.13419805357426795,14.997603966506865
BROOKLYN,day,4,0.6449763474021449,14.786709738749009
MANHATTAN,day,3,0.5363002540814024,16.163628517475132
QUEENS,night,2,0.1952010162046603,12.702048139587477
BROOKLYN,day,1,0.35012980969242313,16.535353956194655
STATEN ISLAND,night,4,0.9012830105922861,14.147794429926847
QUEENS,day,2,0.5949895742793576,13.558087324085339
BRONX,night,3,0.4720749176565179,14.453188604911198
MANHATTAN,night,2,0.16541394025672984,12.626431466568146
BRONX,night,3,0.7427093746620751,17.976026853991275
BRONX,night,2,0.7325657410564292,16.57625921529676
BROOKLYN,day,1,0.6526392462753072,18.22030488815599
QUEENS,night,2,0.5592363815985844,14.511387961305372
QUEENS,day,2,0.49040596198663544,14.231674714686303
MANHATTAN,day,3,0.633943983689193,18.549548176951642
BROOKLYN,night,3,0.31005590655556603,14.143807018959137
BROOKLYN,night,2,0.9471331577598829,16.897322591261833
MANHATTAN,night,1,0.6299150762622066,20.799503476526617
BROOKLYN,day,3,0.38007319991893895,14.902366529642821
